transaction_hash,user_address,timestamp,degen_swapped_value,min_ath_swapped_for
0xe62ff22fce0623854fc4b0a93d89cca0efcc231243a065d9118713d57d8bced5,0x47e92b5BAcc39Ad01d24BAc3C25309e4ee293c5E,2024-04-19T10:54:17.000000Z,99999998136378583000,737768758856502200314
0x99a6438221b40b9862735822e7e2d8bfa13602e107507e3f007b05e1659124d7,0x93ea112D968599EA0438F622E40bc6B6CB1b9983,2024-04-19T09:43:49.000000Z,12500000000000000000000,80625681967679075012588
0xda276df55563ea0f3f94ab9f8194bb885745cd91296e8a092f4222db68a59355,0x756094c13ae8699f0E12dD2C2A1556E1d5DaB067,2024-04-19T07:43:16.000000Z,100000000000000000000,694362927600695915231
0x56fc356126a51c00f605408552d8e65b140f94e36ab38b37da8b7bf8ed970977,0x21D90E6F18f3848d9e45F34BdB4dfdde3FA09D1a,2024-04-19T07:24:59.000000Z,50000000000000000000000,313570462337848142884630
0x077e89081a6360d85af1a133cee6f9c37b52a603234bfaf5bc3729e496889b6b,0x08DCAB1C92F2A2E3245940F116B225B575884697,2024-04-19T05:46:24.000000Z,100000000000000000000,674855677502144801237
0x13c0d64bacf191e2b8b150b58c2ebd7da1a85f98ace22aa5335406d416a631fc,0x62A8fA898f6f58A0c59f67B0c2684849dE68bF12,2024-04-19T04:35:59.000000Z,15000000000000000000000,106040437066155918203527
0xbacf122f57d2f8087443bde6e8a2d6e2328b366b253cfea4af1d4bd729618aa6,0xf3E22c9776a67F234466c4A4A54efb51cb414CC7,2024-04-19T04:30:23.000000Z,1000000000000000000000,7100188674693383572306
0xbb762fdc1c25e84914c6ee0b8b7098ac1838e51d84baa321f9da3b4f012826b1,0x76F2fB6bb1387b63AaC47978221C8aF78C0D564F,2024-04-18T21:05:10.000000Z,13017654772690007039939,97400469806532043072872
0x35ad6c5ab39c093bb91a8db193ff67006b353d70b9bb1b636b16aa341ebad46f,0x5D7370fCD6e446bbC14A64c1EFfe5FBB1c893232,2024-04-18T20:23:05.000000Z,815966109737755340903,5348658893539012057218
0x3137006ae875c0a1bf8e4d9edbaa705bd8eaf255e1ef35eeaee9ecf2dc6ac01c,0xA9B0299E8B2Ccf238033644bA11b412865d323ff,2024-04-18T17:33:31.000000Z,7000000000000000000000,33717198823774499504922
0xcb8a9e2b67cb1ac98ea146668b99351cf8dce229af8f549e4071e96bae2e26df,0xfCD24C638afA2AF9A3B6F291a6D7Ff954f0418a9,2024-04-18T16:42:38.000000Z,3698000000000000000000,20497511936515706605681
0xf6d8d92572507cbf22b3ae383a6694e864b5e5d10188c8dfb23e5a14b0ba1e55,0xd137cbD64F1c3DE3eb7E14fD4cdfa87eBa909A29,2024-04-18T16:37:34.000000Z,50000000000000000000000,297777826704374022879746
0xb52f56b1fb81624269d8e9070b63f057e2e66b8f6f0a04a87d6330e1b959c607,0xBB54599Fd5bCB34AB1F3BE9A69c84f06E80663c9,2024-04-18T16:35:32.000000Z,1060000000000000000000,4467527298067985326255
0x7fd00e7bde81252c7ac9650576926590e58f6acbb32b34e592f36df1eb02f616,0xd137cbD64F1c3DE3eb7E14fD4cdfa87eBa909A29,2024-04-18T16:28:49.000000Z,86000000000000000000000,530771570445850933666823
0x0a226b386e4f4d4394056158a0fc52e2a7a4b08587ab5b7c30275cb23c0b9d12,0x108Bd550A888B6174b7bB2f555Fc4006B1853984,2024-04-18T16:03:40.000000Z,5000000000000000000000,28132507878655279205076
0x2db94b12c1118a7c2628fd8bacb12efcd6b073b3443cfef6356cb6934b4dace2,0x41834d5Edcd47EC77ce38Cb14e1F92D1aE71B7Eb,2024-04-18T16:01:40.000000Z,5000000000000000000000,25620423741049270731282
0xc628223a4b3421676d481cfdca978e5c335355fb55e2a7185b8f29d549d74484,0x77572ED7b25a1C943737FCe46D96a33ab54BED95,2024-04-18T15:53:33.000000Z,102090000000000000000000,509123296698665475118154
0x398e5f4083bc7f58b5341bab4dcf7dad28e0632d988673fdd182de24fa23466a,0xda77b72781d9985BedBa5064736Da9138b2d6b8E,2024-04-18T15:48:16.000000Z,2600000000000000000000,14310900388025547275850
0x8316b430d5407baa8b4650293e62bc0d851d2c3753cad5b1eabe63a4f4782dc0,0xB63c8F6F2d1bd1ec17a063c422B4282d871704e8,2024-04-18T15:47:50.000000Z,1000000000000000000000,5511321701800761494001
0x2ce09aaeb2451314fd63c482075130edb4b2899d37960e155a0eab2bf0c3d793,0x77572ED7b25a1C943737FCe46D96a33ab54BED95,2024-04-18T15:44:52.000000Z,85009981962941513778000,506931797961113172937771
0x54338d19e4f14f8db375b99daba3be45b275ca5bc12f8a0658441e5af53651fc,0x849c35EC2613F44F4f3D8cCa9bBeAf22c9d30a2d,2024-04-18T15:34:53.000000Z,30000000000000000000000,182330499238894500555111
0x1f37b885245ed6e3f8c8ffe230bc50e1c331c360b9fdee94e4c50492177913cf,0x4590F5159338a5E55EeB331eF38fAc2Cc905D58e,2024-04-18T15:32:11.000000Z,4999994999686480500000,32008436486163027802109
0x880d73addf51140a794fe0a5e23fe41970f576c537d461481f0a8c03f65208f5,0x414DA4DbC1a4271452CB779f1A01d6Ba5f36Bee1,2024-04-18T15:31:29.000000Z,24000000000000000000000,149310323146731791152974
0x8a50bd59a4a0c376e94b5370bf5e03a4a37eb54f78e02ad7868dccbca8afc087,0xab48836850C30d62c74E62F9D7cDCBbbb7505E4e,2024-04-18T15:21:26.000000Z,1990000000000000000000,12092665285469901689994
0x766e0e3fa19b6e64222cb3ab6b532401be9c9abb92ce5301d91c579695949471,0x94224a635aF6841Cc148fabeA37881a7e2Cf9a4A,2024-04-18T15:08:05.000000Z,1500000000000000000000,9989853805786529211536
0x21056c8bccf5ed8150824786e20d2d9aa1ef8ebc3817efd92e865b4e25681ebf,0x7bFC664382CC1e392cb791aC3bb24dA9A7963d87,2024-04-18T15:06:59.000000Z,4940000000000000000000,28952449468379027134722
0xcd2e1a19ea4ad36dae5a1d5afa66c3bb111b537340c944d3ef86aee8ed39cd26,0x1EB99E87BC04420dC7B85C75dC8Ca62b0cC04bFC,2024-04-18T15:00:14.000000Z,1503022699549172000000,7558013496908856095065
0x6f467245aaaf512dac1935e7e392ad77c219b21b63062bd9df5a02e28696d55f,0x68c33ab30aa3265B218D2d24e9144C2461339de0,2024-04-18T14:58:02.000000Z,34560825649660377500000,175318470543465605304136
0x0f22f91c38beba842bd7559c5dc08ceb65245d88810dc92155b112ed8a262e05,0x185200Fd8aF75d1589A45b620e6182fAf697C223,2024-04-18T14:57:22.000000Z,5000000000000000000000,25618110590039090825776
0x3dd5c187c8d0aff0722fee70a098edf8370bda10222547487fd5495c362ad76e,0x9966b2c7dd5233E2b88004b15938627166434C86,2024-04-18T14:52:30.000000Z,1000000000000000000000,5452500020279051318415
0x39d38455ae1b57ee2fe33d681e20037dd66497d4c7c40d13121b4adbdec4507e,0x451248229712D6F207ff9466d8D3A33CB59d103c,2024-04-18T14:48:14.000000Z,540595731712882102450,3143423069007705091080
0x2ef35ece6a7f206499f044b071978c076851050f23098364ddbfa07f77739305,0x2F2F665974261C4129b1DC6c359BD259CD66f78A,2024-04-18T14:46:48.000000Z,86504098593280589112000,503920852271518922424403
0xdda6db5b888ca08a30067b1bd043cbf145d10365b24fdc807fd43cb7082a24b9,0xc49127a8DbAe860452E9327c5d73376c32404F9D,2024-04-18T14:42:05.000000Z,1399994999864130000000,8525844417784116217192
0x209eb0809768a193872ed1f1c4caabeecdbb414f3ea2646375e80fa2e8bac4e1,0x451248229712D6F207ff9466d8D3A33CB59d103c,2024-04-18T14:38:59.000000Z,270000000000000000000,1649339827506219333899
0xf60c637443f27335ae167a58584695db63909ca5e04741c607eef0edfb9b78ab,0x3ddFc4ecFb7b2cfcD84D0bae994b2E535c6E166c,2024-04-18T14:37:49.000000Z,922689999090545230000,5633138419302710241622
0x519a53f7ca7869f7a4a0c73cc3f63e7598019f6527f1ecc623a07feb7651bc39,0xcb6614e3f0cee9622716fc086eA783E11c7B1C0B,2024-04-18T14:32:53.000000Z,25000000000000000000000,154616196781294316826618
0xf2c104c2973dc8361671c245e4a84872b188139b48b95519fd9740e041594ece,0xC0518702224a9753de414ED075345c4296452673,2024-04-18T14:26:11.000000Z,3450000000000000000000,20674227367907505173168
0x1473b454816b9c6b62a142af1082aabc63aae6ca333ae9342aac58ef31908450,0xA46A3769e2a01B06cF4Ddf632a6309cA6f9995f1,2024-04-18T14:18:37.000000Z,50000000000000000000000,224916130207318865662540
0x288aa4b941af2af900a1057703e42f93388669d834cc90bcc77dbc841d37e58c,0x5e58A69d560d35228Db874E20F06C4DAA6443c93,2024-04-18T12:36:51.000000Z,7900989999790000000000,54756057289886501026036
0x687af2ec2a586024e032783e8827cb2b9e053ab41769270111fd6321e60cc706,0x3e6c23CdAa52B1B6621dBb30c367d16ace21F760,2024-04-18T12:17:29.000000Z,23218899433147958209313,160740552235555249662645
0x6ca0f246431c466631e2510e3024d9208cecdbd6ec5201ef234e1bddcd3f5f27,0xA161F0e1EE72ef12941d9Dd6E75fE94C143076b8,2024-04-18T12:04:41.000000Z,400000000000000000000,3025437497134829754794
0x91b5d64deb0a8ac6a8509ad7d2af6b1684d7cbb12bad7d85ce613aa53d770f48,0xfB90f690511194410cBfC6eBFD4C4dB070b77Df3,2024-04-18T11:58:27.000000Z,50000000000000000000,380287509728371778965
0x4f4d12623e403305f1082c5f2e3b118f1cb1d2cef1129563def6a2c0634a9764,0xC945795C0eAaB92FD63CE49d70b61d77B84F52cA,2024-04-18T11:53:25.000000Z,40000000000000000000000,281910463219885190918538
0xb253ff7b7924057088724ed22dfb6621cb9125ea077130825d4e18290b6346a6,0x4e98AbF61793eA40a8A0c740d9F450264aDC8909,2024-04-18T08:56:09.000000Z,119000000000000000000,924927808428994349449
0xaf1a3fe6a4bebbbc1c7f45368f3d7277c5359e376bc7175f1ca1a33f9e1fb099,0x0670921EaD81E1c164180Cdb9FF9ea68FB2ED347,2024-04-18T06:11:30.000000Z,158000000000000000000,996002161177090346465
0x8ad8a937f6e6150d2896884388c38cd4a7cb9ddbdd07910fff0308f71415453d,0x62B6a554FCa096BA9A5bD2DF1D566f79c295ABe0,2024-04-18T05:44:55.000000Z,19000000000000000000000,118173146097945862579491
0x286714b9a0343bf10e23e595b889e36c59817cfaa3253bdc483c22f36fcef60f,0xd137cbD64F1c3DE3eb7E14fD4cdfa87eBa909A29,2024-04-18T05:22:31.000000Z,30000000000000000000000,209681149235225306800800
