timestamp,Address,bridged degen value,transaction_hash
2024-04-22T00:43:28.000000Z,0x234dC0C407228B56147c56e4a20b89aaEf6b676e,3999999901403560000000,0x062322713abfe86964fd0d38dc0e2981848e7295eaf655c6bee51f7a8c4d29c9
2024-04-22T00:42:28.000000Z,0xb87D90967cc1318d26c45f598bf72efD70236d58,921656099071921440159,0x58040b6d377248e1ff7d6df87b588a675945d5d8c753e1ce12d924feb9d217d8
2024-04-22T00:42:28.000000Z,0xD438FD0c855D6e6a07A027D4A22C97bEdB605B2e,5829999904159000000000,0x523a0569b18539b5214c68ac150a85eb91bc432944f7b69a1a5b11d10c4bf0f1
2024-04-22T00:41:28.000000Z,0x622c18A3E19Dcb6A2b441942723C797c747b6e3E,772999905270680000000,0x1c25ef93bbdd90dc2514e6049116398754c98efc66b10edb1398094261ffcea7
2024-04-22T00:41:28.000000Z,0x84de665Edf8b037B244fE48d9F31a71471050C0B,299999905228200000000,0x12c016ecc6335489d8ec39c1767057473130c947b794d35ab9200e595f8e0078
2024-04-22T00:41:28.000000Z,0xaC8634A3831307C33dd2b4bc66EcFB0b8A8E3B1f,2999999905023720000000,0xf0b20077a2677f2a69c62446fa8766ee66c8b67d6c2d116c0a6ba018c87919e5
2024-04-22T00:41:28.000000Z,0x54f5dF56122ED5AC0BE67CA05C3A18bd12C78c2a,74999905490820000000,0x04c3cefd1c6419fb28520c96be658a8df56c747322bef1ba4b4487187bcf6957
2024-04-22T00:40:13.000000Z,0xD9Bc1fC51b8D8369980505aa96e975DA03346B4A,49999999905060800000000,0x4511628f30e80a33329bfc13af8fc625cda68283a5954625cac34aac410e938d
2024-04-22T00:38:43.000000Z,0x5F1bDcabDdD905442eE8D462968146bA30C3446F,2499999908871220000000,0x4401c9677b45b56d831a9fe88f8832ebdf2f0fe99cb8f8453545e455e21e532c
2024-04-22T00:37:28.000000Z,0xeC2C8979459602BEa74b3EBae1ACf9AdDb2D0C98,4572999909199900000000,0x26a889e652cc921c631966f591b0af3211c707bd1213c3bab7bf058eda91ff1b
2024-04-22T00:37:28.000000Z,0x5aB3d7bB4eEa872333CDe1DD82BB379Ea1D7A7F5,999999909442180000000,0x7187a0316dfb4a8866e6b21a7d945a5f56ff7908461b12912fa66b41af6d0656
2024-04-22T00:36:27.000000Z,0xD438FD0c855D6e6a07A027D4A22C97bEdB605B2e,99999911130580000000,0x105476503ddf3f8770744d43f013d348a28885d1203fe6514f43830bfbfcfef9
2024-04-22T00:35:27.000000Z,0x54f5dF56122ED5AC0BE67CA05C3A18bd12C78c2a,78999910961740000000,0xd343ee327ed61a7ad8b116cbccec2f185ab2b71a6d33e22eece0df571deb29a1
2024-04-22T00:35:27.000000Z,0x9f981188b0B4cbdB62a6a62d9bF04171a932851e,386999911429920000000,0xad4e5487e541242e52899c0a2ba50ac9fcce83b5a35c8a9c5b84ae75183aab6e
2024-04-22T00:34:12.000000Z,0x2De11547A489D2D8f17ae8D156707e7d5b0f61F5,319999910930060000000,0xe7f54b24a20a6194d742015df80ffc62820d9b5e04c088bb6d36328d79e8e1b2
2024-04-22T00:34:12.000000Z,0x85c206cC64d042bA9ba0717a3D3ea9c28aBCedc6,29698483310441900000000,0x305e405b302a0ab060040858c0ffd2aad2fd5a949e6942a1b180865a80318da3
2024-04-22T00:33:13.000000Z,0x48a8250B961B880755D37B1DdD1D0d59DdAe80eC,99999910573120000000,0x8e78c2d748aed2c595841fd8d3d097868a6358903bda58ce8363d8e8512aac74
2024-04-22T00:33:13.000000Z,0xaEfA2665CC98519f7B0B5810fb6d5a09B5f5aaE1,2718750111938225243198,0x9abdd4c20216906bc14b85b6a21b7f914b54ae909ab3b2692d8adbc0c08cc67f
2024-04-22T00:33:11.000000Z,0xB91b845bB5EF0E107C97fe2dAcaC8748F312bE6e,4140999910531720000000,0x27bacbc4e260b6bfc27e4150b1362630944dbd3d374a72abd2aa4ea87dddf5f0
2024-04-22T00:33:11.000000Z,0xd7D0Ae8a18ecC0E29EA865F23A1E0a06E10fded0,501999910441900000000,0x078017c52563e991ecbb9695b15da2ec27d0368b89a0e8ad9492215ad7dff852
2024-04-22T00:32:27.000000Z,0x61b8F3d141fDDAEc2D2e56E41d95fe103E774341,999999910469620000000,0xa2d72b3fc95a21bb0959977aadb4e698ce0db3ffa1a1bcb8427267237a06ce86
